time,open,high,low,close
2024-01-02T08:00:00Z,1.085,1.0852261792699387,1.0848499999999999,1.0850761792699386
2024-01-02T08:05:00Z,1.0850761792699386,1.0852261792699387,1.0846661832433784,1.0848161832433785
2024-01-02T08:10:00Z,1.0848161832433785,1.08515379604233,1.0846661832433784,1.08500379604233
2024-01-02T08:15:00Z,1.08500379604233,1.0853889372214278,1.08485379604233,1.0852389372214277
2024-01-02T08:20:00Z,1.0852389372214277,1.0853889372214278,1.0846011784242642,1.0847511784242643
2024-01-02T08:25:00Z,1.0847511784242643,1.0849011784242644,1.0842756335475485,1.0844256335475486
2024-01-02T08:30:00Z,1.0844256335475486,1.0846075936483406,1.0842756335475485,1.0844575936483405
2024-01-02T08:35:00Z,1.0844575936483405,1.0846075936483406,1.0842285330002546,1.0843785330002547
2024-01-02T08:40:00Z,1.0843785330002547,1.0845285330002548,1.0842243327108785,1.0843743327108786
2024-01-02T08:45:00Z,1.0843743327108786,1.0845243327108787,1.084011071728985,1.0841610717289851
2024-01-02T08:50:00Z,1.0841610717289851,1.084530921222701,1.084011071728985,1.084380921222701
2024-01-02T08:55:00Z,1.084380921222701,1.0847253692065582,1.0842309212227008,1.084575369206558
2024-01-02T09:00:00Z,1.084575369206558,1.0847418768809485,1.084425369206558,1.0845918768809484
2024-01-02T09:05:00Z,1.0845918768809484,1.0850236871826904,1.0844418768809483,1.0848736871826903
2024-01-02T09:10:00Z,1.0848736871826903,1.0851405645182535,1.0847236871826902,1.0849905645182534
2024-01-02T09:15:00Z,1.0849905645182534,1.0851405645182535,1.0846257414025324,1.0847757414025325
2024-01-02T09:20:00Z,1.0847757414025325,1.0850179290985533,1.0846257414025324,1.0848679290985532
2024-01-02T09:25:00Z,1.0848679290985532,1.0850179290985533,1.084478208448346,1.084628208448346
2024-01-02T09:30:00Z,1.084628208448346,1.084997821023673,1.084478208448346,1.084847821023673
2024-01-02T09:35:00Z,1.084847821023673,1.084997821023673,1.0846853395459264,1.0848353395459265
2024-01-02T09:40:00Z,1.0848353395459265,1.0849853395459266,1.0846391239550401,1.0847891239550402
2024-01-02T09:45:00Z,1.0847891239550402,1.0849391239550403,1.084468891568939,1.0846188915689392
2024-01-02T09:50:00Z,1.0846188915689392,1.0850745269036077,1.084468891568939,1.0849245269036076
2024-01-02T09:55:00Z,1.0849245269036076,1.0850745269036077,1.0847358945330903,1.0848858945330904
2024-01-02T10:00:00Z,1.0848858945330904,1.0850358945330905,1.0846288125775494,1.0847788125775495
2024-01-02T10:05:00Z,1.0847788125775495,1.0849288125775496,1.0845407791899273,1.0846907791899274
2024-01-02T10:10:00Z,1.0846907791899274,1.0849738564863158,1.0845407791899273,1.0848238564863157
2024-01-02T10:15:00Z,1.0848238564863157,1.085065217502407,1.0846738564863156,1.0849152175024068
2024-01-02T10:20:00Z,1.0849152175024068,1.085168400655306,1.0847652175024067,1.0850184006553059
2024-01-02T10:25:00Z,1.0850184006553059,1.0852761059060578,1.0848684006553058,1.0851261059060577
2024-01-02T10:30:00Z,1.0851261059060577,1.0858115178062755,1.0849761059060576,1.0856615178062754
2024-01-02T10:35:00Z,1.0856615178062754,1.0858115178062755,1.0854099140521791,1.0855599140521792
2024-01-02T10:40:00Z,1.0855599140521792,1.0857099140521793,1.0852818533699113,1.0854318533699114
2024-01-02T10:45:00Z,1.0854318533699114,1.0855818533699115,1.0850784101878495,1.0852284101878495
